tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
1990,1,,Adelaide,7308,adelaide,1990-7308,Adelaide,1990/01/01,1,1,32.0,16.0,Outdoor,Hard,"$150,000",USD,150000,/en/scores/archive/adelaide/7308/1990/results,Thomas Muster,/en/players/thomas-muster/m099/overview,thomas-muster,m099,Andrew Castle,/en/players/andrew-castle/c246/overview,andrew-castle,c246,Nduka Odizor,/en/players/nduka-odizor/o006/overview,nduka-odizor,o006
1990,2,,Wellington,354,wellington,1990-354,Wellington,1990/01/01,1,1,32.0,16.0,Outdoor,Hard,"$150,000",USD,150000,/en/scores/archive/wellington/354/1990/results,Emilio Sanchez,/en/players/emilio-sanchez/s014/overview,emilio-sanchez,s014,Kelly Evernden,/en/players/kelly-evernden/e025/overview,kelly-evernden,e025,Nicolas Pereira,/en/players/nicolas-pereira/p218/overview,nicolas-pereira,p218
1990,3,,Sydney-1,338,sydney,1990-338,Sydney,1990/01/08,1,8,32.0,16.0,Outdoor,Hard,"$175,000",USD,175000,/en/scores/archive/sydney/338/1990/results,Yannick Noah,/en/players/yannick-noah/n022/overview,yannick-noah,n022,Pat Cash,/en/players/pat-cash/c023/overview,pat-cash,c023,Mark Kratzmann,/en/players/mark-kratzmann/k021/overview,mark-kratzmann,k021
1990,4,,Auckland,301,auckland,1990-301,Auckland,1990/01/08,1,8,32.0,16.0,Outdoor,Hard,"$150,000",USD,150000,/en/scores/archive/auckland/301/1990/results,Scott Davis,/en/players/scott-davis/d004/overview,scott-davis,d004,Kelly Jones,/en/players/kelly-jones/j018/overview,kelly-jones,j018,Robert Van't Hof,/en/players/robert-van't-hof/v008/overview,robert-van't-hof,v008
1990,5,grandslam,Australian Open,580,australian-open,1990-580,Melbourne,1990/01/15,1,15,128.0,64.0,Outdoor,Hard,"$1,462,000",USD,1462000,/en/scores/archive/australian-open/580/1990/results,Ivan Lendl,/en/players/ivan-lendl/l018/overview,ivan-lendl,l018,Pieter Aldrich,/en/players/pieter-aldrich/a066/overview,pieter-aldrich,a066,Danie Visser,/en/players/danie-visser/v032/overview,danie-visser,v032
1990,6,,Milan,408,milan,1990-408,Milan,1990/02/05,2,5,32.0,16.0,Indoor,Carpet,"$600,000",USD,600000,/en/scores/archive/milan/408/1990/results,Ivan Lendl,/en/players/ivan-lendl/l018/overview,ivan-lendl,l018,Omar Camporese,/en/players/omar-camporese/c009/overview,omar-camporese,c009,Diego Nargiso,/en/players/diego-nargiso/n109/overview,diego-nargiso,n109
1990,7,,San Francisco,424,san-francisco,1990-424,San Francisco,1990/02/05,2,5,32.0,16.0,Indoor,Carpet,"$250,000",USD,250000,/en/scores/archive/san-francisco/424/1990/results,Andre Agassi,/en/players/andre-agassi/a092/overview,andre-agassi,a092,Kelly Jones,/en/players/kelly-jones/j018/overview,kelly-jones,j018,Robert Van't Hof,/en/players/robert-van't-hof/v008/overview,robert-van't-hof,v008
1990,8,,Guaruja,201,guaruja,1990-201,Guaruja,1990/02/05,2,5,32.0,16.0,Outdoor,Hard,"$150,000",USD,150000,/en/scores/archive/guaruja/201/1990/results,Martin Jaite,/en/players/martin-jaite/j004/overview,martin-jaite,j004,Javier Frana,/en/players/javier-frana/f041/overview,javier-frana,f041,Gustavo Luza,/en/players/gustavo-luza/l046/overview,gustavo-luza,l046
1990,9,,Toronto-1,302,toronto,1990-302,Toronto,1990/02/12,2,12,56.0,28.0,Indoor,Carpet,"$1,200,000",USD,1200000,/en/scores/archive/toronto/302/1990/results,Ivan Lendl,/en/players/ivan-lendl/l018/overview,ivan-lendl,l018,Patrick Galbraith,/en/players/patrick-galbraith/g211/overview,patrick-galbraith,g211,David Macpherson,/en/players/david-macpherson/m004/overview,david-macpherson,m004
1990,10,,Brussels,406,brussels,1990-406,Brussels,1990/02/12,2,12,32.0,16.0,Indoor,Carpet,"$600,000",USD,600000,/en/scores/archive/brussels/406/1990/results,Boris Becker,/en/players/boris-becker/b028/overview,boris-becker,b028,Emilio Sanchez,/en/players/emilio-sanchez/s014/overview,emilio-sanchez,s014,Slobodan Zivojinovic,/en/players/slobodan-zivojinovic/z006/overview,slobodan-zivojinovic,z006
