tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
2010,1,250,Brisbane,339,brisbane,2010-339,Brisbane,2010/01/03,1,3,32,16,Outdoor,Hard,"$424,250",USD,424250,/en/scores/archive/brisbane/339/2010/results,Andy Roddick,/en/players/andy-roddick/r485/overview,andy-roddick,r485,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Marc Gicquel,/en/players/marc-gicquel/g436/overview,marc-gicquel,g436
2010,2,250,Doha,451,doha,2010-451,Doha,2010/01/04,1,4,32,16,Outdoor,Hard,"$1,110,250",USD,1110250,/en/scores/archive/doha/451/2010/results,Nikolay Davydenko,/en/players/nikolay-davydenko/d402/overview,nikolay-davydenko,d402,Guillermo Garcia-Lopez,/en/players/guillermo-garcia-lopez/g476/overview,guillermo-garcia-lopez,g476,Albert Montanes,/en/players/albert-montanes/m824/overview,albert-montanes,m824
2010,3,250,Chennai,891,chennai,2010-891,Chennai,2010/01/04,1,4,32,16,Outdoor,Hard,"$450,000",USD,450000,/en/scores/archive/chennai/891/2010/results,Marin Cilic,/en/players/marin-cilic/c977/overview,marin-cilic,c977,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710,Santiago Ventura,/en/players/santiago-ventura/v251/overview,santiago-ventura,v251
2010,4,250,Sydney,338,sydney,2010-338,Sydney,2010/01/11,1,11,28,16,Outdoor,Hard,"$424,250",USD,424250,/en/scores/archive/sydney/338/2010/results,Marcos Baghdatis,/en/players/marcos-baghdatis/b837/overview,marcos-baghdatis,b837,Daniel Nestor,/en/players/daniel-nestor/n210/overview,daniel-nestor,n210,Nenad Zimonjic,/en/players/nenad-zimonjic/z072/overview,nenad-zimonjic,z072
2010,5,250,Auckland,301,auckland,2010-301,Auckland,2010/01/11,1,11,28,16,Outdoor,Hard,"$407,250",USD,407250,/en/scores/archive/auckland/301/2010/results,John Isner,/en/players/john-isner/i186/overview,john-isner,i186,Marcus Daniell,/en/players/marcus-daniell/d763/overview,marcus-daniell,d763,Horia Tecau,/en/players/horia-tecau/t749/overview,horia-tecau,t749
2010,6,grandslam,Australian Open,580,australian-open,2010-580,Melbourne,2010/01/18,1,18,128,64,Outdoor,Hard,"A$11,048,640",AUD,11048640,/en/scores/archive/australian-open/580/2010/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2010,7,250,Johannesburg,5012,johannesburg,2010-5012,Johannesburg,2010/02/01,2,1,32,16,Outdoor,Hard,"$500,000",USD,500000,/en/scores/archive/johannesburg/5012/2010/results,Feliciano Lopez,/en/players/feliciano-lopez/l397/overview,feliciano-lopez,l397,Rohan Bopanna,/en/players/rohan-bopanna/b757/overview,rohan-bopanna,b757,Aisam-Ul-Haq Qureshi,/en/players/aisam-ul-haq-qureshi/q019/overview,aisam-ul-haq-qureshi,q019
2010,8,250,Santiago,8996,santiago,2010-8996,Santiago,2010/02/01,2,1,32,16,Outdoor,Clay,"$450,000",USD,450000,/en/scores/archive/santiago/8996/2010/results,Thomaz Bellucci,/en/players/thomaz-bellucci/bd20/overview,thomaz-bellucci,bd20,Lukasz Kubot,/en/players/lukasz-kubot/k540/overview,lukasz-kubot,k540,Oliver Marach,/en/players/oliver-marach/m760/overview,oliver-marach,m760
2010,9,250,Zagreb,2276,zagreb,2010-2276,Zagreb,2010/02/01,2,1,32,16,Indoor,Hard,"€450,000",EUR,450000,/en/scores/archive/zagreb/2276/2010/results,Marin Cilic,/en/players/marin-cilic/c977/overview,marin-cilic,c977,Jurgen Melzer,/en/players/jurgen-melzer/m762/overview,jurgen-melzer,m762,Philipp Petzschner,/en/players/philipp-petzschner/p624/overview,philipp-petzschner,p624
2010,10,500,Rotterdam,407,rotterdam,2010-407,Rotterdam,2010/02/08,2,8,32,16,Indoor,Hard,"€1,445,000",EUR,1445000,/en/scores/archive/rotterdam/407/2010/results,Robin Soderling,/en/players/robin-soderling/sa49/overview,robin-soderling,sa49,Daniel Nestor,/en/players/daniel-nestor/n210/overview,daniel-nestor,n210,Nenad Zimonjic,/en/players/nenad-zimonjic/z072/overview,nenad-zimonjic,z072
2010,11,250,San Jose,424,san-jose,2010-424,San Jose,2010/02/08,2,8,32,16,Indoor,Hard,"$600,000",USD,600000,/en/scores/archive/san-jose/424/2010/results,Fernando Verdasco,/en/players/fernando-verdasco/v306/overview,fernando-verdasco,v306,Mardy Fish,/en/players/mardy-fish/f339/overview,mardy-fish,f339,Sam Querrey,/en/players/sam-querrey/q927/overview,sam-querrey,q927
2010,12,250,Costa do Sauipe,533,costa-do-sauipe,2010-533,Costa do Sauipe,2010/02/08,2,8,32,16,Outdoor,Clay,"$500,000",USD,500000,/en/scores/archive/costa-do-sauipe/533/2010/results,Juan Carlos Ferrero,/en/players/juan-carlos-ferrero/f316/overview,juan-carlos-ferrero,f316,Pablo Cuevas,/en/players/pablo-cuevas/c882/overview,pablo-cuevas,c882,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710
2010,13,500,Memphis,402,memphis,2010-402,Memphis,2010/02/15,2,15,32,16,Indoor,Hard,"$1,226,500",USD,1226500,/en/scores/archive/memphis/402/2010/results,Sam Querrey,/en/players/sam-querrey/q927/overview,sam-querrey,q927,John Isner,/en/players/john-isner/i186/overview,john-isner,i186,Sam Querrey,/en/players/sam-querrey/q927/overview,sam-querrey,q927
2010,14,250,Marseille,496,marseille,2010-496,"Marseille, France",2010/02/15,2,15,28,16,Indoor,Hard,"€576,000",EUR,576000,/en/scores/archive/marseille/496/2010/results,Michael Llodra,/en/players/michael-llodra/l428/overview,michael-llodra,l428,Julien Benneteau,/en/players/julien-benneteau/b747/overview,julien-benneteau,b747,Michael Llodra,/en/players/michael-llodra/l428/overview,michael-llodra,l428
2010,15,250,Buenos Aires,506,buenos-aires,2010-506,Buenos Aires,2010/02/15,2,15,32,16,Outdoor,Clay,"$544,300",USD,544300,/en/scores/archive/buenos-aires/506/2010/results,Juan Carlos Ferrero,/en/players/juan-carlos-ferrero/f316/overview,juan-carlos-ferrero,f316,Sebastian Prieto,/en/players/sebastian-prieto/p324/overview,sebastian-prieto,p324,Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,horacio-zeballos,z184
2010,16,500,Dubai,495,dubai,2010-495,"Dubai, United Arab Emirates",2010/02/22,2,22,32,16,Outdoor,Hard,"$2,233,000",USD,2233000,/en/scores/archive/dubai/495/2010/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Simon Aspelin,/en/players/simon-aspelin/a324/overview,simon-aspelin,a324,Paul Hanley,/en/players/paul-hanley/h421/overview,paul-hanley,h421
